,,,,,,,,,,,
minecraft:double_plant,4,,Rose Bush,,tile.doublePlant.rose,net.minecraft.item.ItemMultiTexture,+,,64,0,minecraft:double_rose#inventory
minecraft:double_plant,5,,Peony,,tile.doublePlant.paeonia,net.minecraft.item.ItemMultiTexture,+,,64,0,minecraft:paeonia#inventory
minecraft:dragon_breath,0,,Dragon's Breath,,item.dragon_breath,net.minecraft.item.Item,-,,64,0,minecraft:dragon_breath#inventory
minecraft:dropper,0,,Dropper,,tile.dropper,net.minecraft.item.ItemBlock,+,,64,0,minecraft:dropper#inventory
minecraft:dye,0,,Ink Sac,,item.dyePowder.black,net.minecraft.item.ItemDye,-,"dyeBlack
dye",64,0,minecraft:dye_black#inventory
minecraft:dye,1,,Rose Red,,item.dyePowder.red,net.minecraft.item.ItemDye,-,"dyeRed
dye",64,0,minecraft:dye_red#inventory
minecraft:dye,2,,Cactus Green,,item.dyePowder.green,net.minecraft.item.ItemDye,-,"dyeGreen
dye",64,0,minecraft:dye_green#inventory
minecraft:dye,3,,Cocoa Beans,,item.dyePowder.brown,net.minecraft.item.ItemDye,-,"dyeBrown
dye",64,0,minecraft:dye_brown#inventory
minecraft:dye,4,,Lapis Lazuli,,item.dyePowder.blue,net.minecraft.item.ItemDye,-,"gemLapis
dyeBlue
dye",64,0,minecraft:dye_blue#inventory
minecraft:dye,5,,Purple Dye,,item.dyePowder.purple,net.minecraft.item.ItemDye,-,"dyePurple
dye",64,0,minecraft:dye_purple#inventory
minecraft:dye,6,,Cyan Dye,,item.dyePowder.cyan,net.minecraft.item.ItemDye,-,"dyeCyan
dye",64,0,minecraft:dye_cyan#inventory
minecraft:dye,7,,Light Gray Dye,,item.dyePowder.silver,net.minecraft.item.ItemDye,-,"dye
dyeLightGray",64,0,minecraft:dye_silver#inventory
minecraft:dye,8,,Gray Dye,,item.dyePowder.gray,net.minecraft.item.ItemDye,-,"dyeGray
dye",64,0,minecraft:dye_gray#inventory
minecraft:dye,9,,Pink Dye,,item.dyePowder.pink,net.minecraft.item.ItemDye,-,"dyePink
dye",64,0,minecraft:dye_pink#inventory
minecraft:dye,10,,Lime Dye,,item.dyePowder.lime,net.minecraft.item.ItemDye,-,"dyeLime
dye",64,0,minecraft:dye_lime#inventory
minecraft:dye,11,,Dandelion Yellow,,item.dyePowder.yellow,net.minecraft.item.ItemDye,-,"dyeYellow
dye",64,0,minecraft:dye_yellow#inventory
minecraft:dye,12,,Light Blue Dye,,item.dyePowder.lightBlue,net.minecraft.item.ItemDye,-,"dyeLightBlue
dye",64,0,minecraft:dye_light_blue#inventory
minecraft:dye,13,,Magenta Dye,,item.dyePowder.magenta,net.minecraft.item.ItemDye,-,"dyeMagenta
dye",64,0,minecraft:dye_magenta#inventory
minecraft:dye,14,,Orange Dye,,item.dyePowder.orange,net.minecraft.item.ItemDye,-,"dyeOrange
dye",64,0,minecraft:dye_orange#inventory
minecraft:dye,15,,Bone Meal,,item.dyePowder.white,net.minecraft.item.ItemDye,-,"dyeWhite
dye",64,0,minecraft:dye_white#inventory
minecraft:egg,0,,Egg,,item.egg,net.minecraft.item.ItemEgg,-,egg,16,0,minecraft:egg#inventory
minecraft:elytra,0,,Elytra,,item.elytra,net.minecraft.item.ItemElytra,-,,1,432,minecraft:elytra#inventory
minecraft:emerald,0,,Emerald,,item.emerald,net.minecraft.item.Item,-,gemEmerald,64,0,minecraft:emerald#inventory
minecraft:emerald_block,0,,Block of Emerald,,tile.blockEmerald,net.minecraft.item.ItemBlock,+,blockEmerald,64,0,minecraft:emerald_block#inventory
minecraft:emerald_ore,0,,Emerald Ore,,tile.oreEmerald,net.minecraft.item.ItemBlock,+,oreEmerald,64,0,minecraft:emerald_ore#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:0s}]}",Enchanted Book,Protection I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:0s}]}",Enchanted Book,Protection II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:0s}]}",Enchanted Book,Protection III,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:0s}]}",Enchanted Book,Protection IV,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:1s}]}",Enchanted Book,Fire Protection I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:1s}]}",Enchanted Book,Fire Protection II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:1s}]}",Enchanted Book,Fire Protection III,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:1s}]}",Enchanted Book,Fire Protection IV,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:2s}]}",Enchanted Book,Feather Falling I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:2s}]}",Enchanted Book,Feather Falling II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:2s}]}",Enchanted Book,Feather Falling III,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:2s}]}",Enchanted Book,Feather Falling IV,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:3s}]}",Enchanted Book,Blast Protection I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:3s}]}",Enchanted Book,Blast Protection II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:3s}]}",Enchanted Book,Blast Protection III,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:3s}]}",Enchanted Book,Blast Protection IV,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:4s}]}",Enchanted Book,Projectile Protection I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:4s}]}",Enchanted Book,Projectile Protection II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:4s}]}",Enchanted Book,Projectile Protection III,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:4s}]}",Enchanted Book,Projectile Protection IV,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:5s}]}",Enchanted Book,Respiration I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:5s}]}",Enchanted Book,Respiration II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:5s}]}",Enchanted Book,Respiration III,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:6s}]}",Enchanted Book,Aqua Affinity,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:7s}]}",Enchanted Book,Thorns I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:7s}]}",Enchanted Book,Thorns II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:7s}]}",Enchanted Book,Thorns III,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:8s}]}",Enchanted Book,Depth Strider I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:8s}]}",Enchanted Book,Depth Strider II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:8s}]}",Enchanted Book,Depth Strider III,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:9s}]}",Enchanted Book,Frost Walker I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:9s}]}",Enchanted Book,Frost Walker II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:10s}]}",Enchanted Book,§cCurse of Binding,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:16s}]}",Enchanted Book,Sharpness I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:16s}]}",Enchanted Book,Sharpness II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:16s}]}",Enchanted Book,Sharpness III,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:16s}]}",Enchanted Book,Sharpness IV,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:5s,id:16s}]}",Enchanted Book,Sharpness V,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:17s}]}",Enchanted Book,Smite I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:17s}]}",Enchanted Book,Smite II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:17s}]}",Enchanted Book,Smite III,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:17s}]}",Enchanted Book,Smite IV,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:5s,id:17s}]}",Enchanted Book,Smite V,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:18s}]}",Enchanted Book,Bane of Arthropods I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:18s}]}",Enchanted Book,Bane of Arthropods II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:18s}]}",Enchanted Book,Bane of Arthropods III,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:18s}]}",Enchanted Book,Bane of Arthropods IV,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:5s,id:18s}]}",Enchanted Book,Bane of Arthropods V,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:19s}]}",Enchanted Book,Knockback I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:19s}]}",Enchanted Book,Knockback II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:20s}]}",Enchanted Book,Fire Aspect I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:20s}]}",Enchanted Book,Fire Aspect II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:21s}]}",Enchanted Book,Looting I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:21s}]}",Enchanted Book,Looting II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:21s}]}",Enchanted Book,Looting III,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:22s}]}",Enchanted Book,Sweeping Edge I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:22s}]}",Enchanted Book,Sweeping Edge II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:22s}]}",Enchanted Book,Sweeping Edge III,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:32s}]}",Enchanted Book,Efficiency I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:32s}]}",Enchanted Book,Efficiency II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:32s}]}",Enchanted Book,Efficiency III,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:32s}]}",Enchanted Book,Efficiency IV,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:5s,id:32s}]}",Enchanted Book,Efficiency V,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:33s}]}",Enchanted Book,Silk Touch,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:34s}]}",Enchanted Book,Unbreaking I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:34s}]}",Enchanted Book,Unbreaking II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:34s}]}",Enchanted Book,Unbreaking III,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:35s}]}",Enchanted Book,Fortune I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:35s}]}",Enchanted Book,Fortune II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:35s}]}",Enchanted Book,Fortune III,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:48s}]}",Enchanted Book,Power I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:48s}]}",Enchanted Book,Power II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:48s}]}",Enchanted Book,Power III,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:48s}]}",Enchanted Book,Power IV,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:5s,id:48s}]}",Enchanted Book,Power V,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:49s}]}",Enchanted Book,Punch I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:49s}]}",Enchanted Book,Punch II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:50s}]}",Enchanted Book,Flame,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:51s}]}",Enchanted Book,Infinity,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:61s}]}",Enchanted Book,Luck of the Sea I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:61s}]}",Enchanted Book,Luck of the Sea II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:61s}]}",Enchanted Book,Luck of the Sea III,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:62s}]}",Enchanted Book,Lure I,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:62s}]}",Enchanted Book,Lure II,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:62s}]}",Enchanted Book,Lure III,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:70s}]}",Enchanted Book,Mending,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:71s}]}",Enchanted Book,§cCurse of Vanishing,item.enchantedBook,net.minecraft.item.ItemEnchantedBook,-,,1,0,minecraft:enchanted_book#inventory
minecraft:enchanting_table,0,,Enchantment Table,,tile.enchantmentTable,net.minecraft.item.ItemBlock,+,,64,0,minecraft:enchanting_table#inventory
minecraft:end_bricks,0,,End Stone Bricks,,tile.endBricks,net.minecraft.item.ItemBlock,+,,64,0,minecraft:end_bricks#inventory
minecraft:end_crystal,0,,End Crystal,,item.end_crystal,net.minecraft.item.ItemEndCrystal,-,,64,0,minecraft:end_crystal#inventory
minecraft:end_portal_frame,0,,End Portal,,tile.endPortalFrame,net.minecraft.item.ItemBlock,+,,64,0,minecraft:end_portal_frame#inventory
minecraft:end_rod,0,,End Rod,,tile.endRod,net.minecraft.item.ItemBlock,+,,64,0,minecraft:end_rod#inventory
minecraft:end_stone,0,,End Stone,,tile.whiteStone,net.minecraft.item.ItemBlock,+,endstone,64,0,minecraft:end_stone#inventory
minecraft:ender_chest,0,,Ender Chest,,tile.enderChest,net.minecraft.item.ItemBlock,+,"chest
chestEnder",64,0,minecraft:ender_chest#inventory
minecraft:ender_eye,0,,Eye of Ender,,item.eyeOfEnder,net.minecraft.item.ItemEnderEye,-,,64,0,minecraft:ender_eye#inventory
minecraft:ender_pearl,0,,Ender Pearl,,item.enderPearl,net.minecraft.item.ItemEnderPearl,-,enderpearl,16,0,minecraft:ender_pearl#inventory
minecraft:experience_bottle,0,,Bottle o' Enchanting,,item.expBottle,net.minecraft.item.ItemExpBottle,-,,64,0,minecraft:experience_bottle#inventory
minecraft:feather,0,,Feather,,item.feather,net.minecraft.item.Item,-,feather,64,0,minecraft:feather#inventory
minecraft:fence,0,,Oak Fence,,tile.fence,net.minecraft.item.ItemBlock,+,fenceWood,64,0,minecraft:oak_fence#inventory
minecraft:fence_gate,0,,Oak Fence Gate,,tile.fenceGate,net.minecraft.item.ItemBlock,+,fenceGateWood,64,0,minecraft:oak_fence_gate#inventory
minecraft:fermented_spider_eye,0,,Fermented Spider Eye,,item.fermentedSpiderEye,net.minecraft.item.Item,-,,64,0,minecraft:fermented_spider_eye#inventory
minecraft:fire_charge,0,,Fire Charge,,item.fireball,net.minecraft.item.ItemFireball,-,,64,0,minecraft:fire_charge#inventory
minecraft:firework_charge,0,,Firework Star,,item.fireworksCharge,net.minecraft.item.ItemFireworkCharge,-,,64,0,minecraft:firework_charge#inventory
minecraft:fish,0,,Raw Fish,,item.fish.cod.raw,net.minecraft.item.ItemFishFood,-,,64,0,minecraft:cod#inventory
minecraft:fish,1,,Raw Salmon,,item.fish.salmon.raw,net.minecraft.item.ItemFishFood,-,,64,0,minecraft:salmon#inventory
minecraft:fish,2,,Clownfish,,item.fish.clownfish.raw,net.minecraft.item.ItemFishFood,-,,64,0,minecraft:clownfish#inventory
minecraft:fish,3,,Pufferfish,,item.fish.pufferfish.raw,net.minecraft.item.ItemFishFood,-,,64,0,minecraft:pufferfish#inventory
minecraft:fishing_rod,0,,Fishing Rod,,item.fishingRod,net.minecraft.item.ItemFishingRod,-,,1,64,minecraft:fishing_rod#inventory
minecraft:flint,0,,Flint,,item.flint,net.minecraft.item.Item,-,,64,0,minecraft:flint#inventory
minecraft:flint_and_steel,0,,Flint and Steel,,item.flintAndSteel,net.minecraft.item.ItemFlintAndSteel,-,,1,64,minecraft:flint_and_steel#inventory
minecraft:flower_pot,0,,Flower Pot,,item.flowerPot,net.minecraft.item.ItemBlockSpecial,-,,64,0,minecraft:flower_pot#inventory
minecraft:furnace,0,,Furnace,,tile.furnace,net.minecraft.item.ItemBlock,+,,64,0,minecraft:furnace#inventory
minecraft:furnace_minecart,0,,Minecart with Furnace,,item.minecartFurnace,net.minecraft.item.ItemMinecart,-,,1,0,minecraft:furnace_minecart#inventory
minecraft:ghast_tear,0,,Ghast Tear,,item.ghastTear,net.minecraft.item.Item,-,,64,0,minecraft:ghast_tear#inventory
minecraft:glass,0,,Glass,,tile.glass,net.minecraft.item.ItemBlock,+,"blockGlassColorless
blockGlass",64,0,minecraft:glass#inventory
minecraft:glass_bottle,0,,Glass Bottle,,item.glassBottle,net.minecraft.item.ItemGlassBottle,-,,64,0,minecraft:glass_bottle#inventory
minecraft:glass_pane,0,,Glass Pane,,tile.thinGlass,net.minecraft.item.ItemBlock,+,"paneGlassColorless
paneGlass",64,0,minecraft:glass_pane#inventory
minecraft:glowstone,0,,Glowstone,,tile.lightgem,net.minecraft.item.ItemBlock,+,glowstone,64,0,minecraft:glowstone#inventory
minecraft:glowstone_dust,0,,Glowstone Dust,,item.yellowDust,net.minecraft.item.Item,-,dustGlowstone,64,0,minecraft:glowstone_dust#inventory
minecraft:gold_block,0,,Block of Gold,,tile.blockGold,net.minecraft.item.ItemBlock,+,blockGold,64,0,minecraft:gold_block#inventory
minecraft:gold_ingot,0,,Gold Ingot,,item.ingotGold,net.minecraft.item.Item,-,ingotGold,64,0,minecraft:gold_ingot#inventory
minecraft:gold_nugget,0,,Gold Nugget,,item.goldNugget,net.minecraft.item.Item,-,nuggetGold,64,0,minecraft:gold_nugget#inventory
minecraft:gold_ore,0,,Gold Ore,,tile.oreGold,net.minecraft.item.ItemBlock,+,oreGold,64,0,minecraft:gold_ore#inventory
