ID,Metadata,NBT Tag Compound,Display Name,
millenaire:slab_wood_deco,2,,Thatch Slab,
millenaire:snowbrick,0,,Snow Brick,
millenaire:snowwall,0,,Snow Wall,
millenaire:sod,0,,Sod Oak Planks,
millenaire:sod,1,,Sod Spruce Planks,
millenaire:sod,2,,Sod Birch Planks,
millenaire:sod,3,,Sod Jungle Planks,
millenaire:sod,4,,Sod Acacia Planks,
millenaire:sod,5,,Sod Dark Oak Planks,
millenaire:soil,0,,Wheat Soil,
millenaire:soil,1,,Rice Soil,
millenaire:soil,2,,Turmeric Soil,
millenaire:soil,3,,Sugar Cane Soil,
millenaire:soil,4,,Potato Soil,
millenaire:soil,5,,Nether Wart Soil,
millenaire:soil,6,,Vine Soil,
millenaire:soil,7,,Maize Soil,
millenaire:soil,8,,Cacao Soil,
millenaire:soil,9,,Carrot Soil,
millenaire:soil,10,,tile.millenaire.soil.flowersoil.name,
millenaire:source,0,,Stone Source Block,
millenaire:source,1,,Sand Source Block,
millenaire:source,2,,Sandstone Source Block,
millenaire:source,3,,Clay Source Block,
millenaire:source,4,,Gravel Source Block,
millenaire:source,5,,Granite Source Block,
millenaire:source,6,,Diorite Source Block,
millenaire:source,7,,Andesite Source Block,
millenaire:source,8,,Snow Source Block,
millenaire:source,9,,Ice Source Block,
millenaire:source,10,,Red Sandstone Source Block,
millenaire:source,11,,Quartz Source Block,
millenaire:souvlaki,0,,Souvlaki,
millenaire:stained_glass,0,,White Stained Glass Windows,
millenaire:stained_glass,1,,Yellow Stained Glass Windows,
millenaire:stained_glass,2,,Yellow & Red Stained Glass Windows,
millenaire:stained_glass,3,,Red & Blue Stained Glass Windows,
millenaire:stained_glass,4,,Green & Blue Stained Glass Windows,
millenaire:stairs_byzantine_tiles,0,,Byzantine Tiles Stairs,
millenaire:stairs_cookedbrick,0,,Cooked Brick Stairs,
millenaire:stairs_mudbrick,0,,Mud Brick Stairs,
millenaire:stairs_thatch,0,,Thatch Stairs,
millenaire:stairs_timberframe,0,,Timber Frame Stairs,
millenaire:stone_deco,0,,Mud Brick,
millenaire:stone_deco,1,,Cooked Brick,
millenaire:stone_deco,2,,Gold Ornament,
millenaire:summoningwand,0,,Wand of Summoning,
millenaire:tachisword,0,,Tachi,
millenaire:tannedhide,0,,Treated Hide,
millenaire:tapestry,0,,Norman Tapestry,
millenaire:treespawn,0,,Oak Spawn Point,
millenaire:treespawn,1,,Pine Spawn Point,
millenaire:treespawn,2,,Birch Spawn Point,
millenaire:treespawn,3,,Jungle Spawn Point,
millenaire:treespawn,4,,Acacia Spawn Point,
millenaire:treespawn,5,,Dark Oak Spawn Point,
millenaire:treespawn,6,,Apple Tree Spawn Point,
millenaire:tripes,0,,Tripes,
millenaire:turmeric,0,,Turmeric,
millenaire:udon,0,,Udon,
millenaire:ulu,0,,Ulu,
millenaire:unknownpowder,0,,Unknown Powder,
millenaire:vegcurry,0,,Vegetarian Curry,
millenaire:vishnu_amulet,0,,Amulet of Vishnu,
millenaire:wah,0,,Wah,
millenaire:wet_brick,0,,Wet Brick,
millenaire:winebasic,0,,Wine,
millenaire:winefancy,0,,Malvasia Wine,
millenaire:wolfmeat_cooked,0,,Wolf Steak,
millenaire:wolfmeat_raw,0,,Raw Wolf Meat,
millenaire:wood_deco,0,,Plain Timber Frame,
millenaire:wood_deco,1,,Cross Timber Frame,
millenaire:wood_deco,2,,Thatch,
millenaire:yggdrasil_amulet,0,,Amulet of Yggdrasil,
millenaire:yumibow,0,,Yumi Bow,
minecraft:acacia_boat,0,,Acacia Boat,
minecraft:acacia_door,0,,Acacia Door,
minecraft:acacia_fence,0,,Acacia Fence,
minecraft:acacia_fence_gate,0,,Acacia Fence Gate,
minecraft:acacia_stairs,0,,Acacia Wood Stairs,
minecraft:activator_rail,0,,Activator Rail,
minecraft:anvil,0,,Anvil,
minecraft:anvil,1,,Slightly Damaged Anvil,
minecraft:anvil,2,,Very Damaged Anvil,
minecraft:apple,0,,Apple,
minecraft:armor_stand,0,,Armor Stand,
minecraft:arrow,0,,Arrow,
minecraft:baked_potato,0,,Baked Potato,
minecraft:banner,15,,White Banner,
minecraft:banner,14,,Orange Banner,
minecraft:banner,13,,Magenta Banner,
minecraft:banner,12,,Light Blue Banner,
minecraft:banner,11,,Yellow Banner,
minecraft:banner,10,,Lime Banner,
minecraft:banner,9,,Pink Banner,
minecraft:banner,8,,Gray Banner,
minecraft:banner,7,,Light Gray Banner,
minecraft:banner,6,,Cyan Banner,
minecraft:banner,5,,Purple Banner,
minecraft:banner,4,,Blue Banner,
minecraft:banner,3,,Brown Banner,
minecraft:banner,2,,Green Banner,
minecraft:banner,1,,Red Banner,
minecraft:banner,0,,Black Banner,
minecraft:beacon,0,,Beacon,
minecraft:bed,0,,White Bed,
minecraft:bed,1,,Orange Bed,
minecraft:bed,2,,Magenta Bed,
minecraft:bed,3,,Light Blue Bed,
minecraft:bed,4,,Yellow Bed,
minecraft:bed,5,,Lime Bed,
minecraft:bed,6,,Pink Bed,
minecraft:bed,7,,Gray Bed,
minecraft:bed,8,,Light Gray Bed,
minecraft:bed,9,,Cyan Bed,
minecraft:bed,10,,Purple Bed,
minecraft:bed,11,,Blue Bed,
minecraft:bed,12,,Brown Bed,
minecraft:bed,13,,Green Bed,
minecraft:bed,14,,Red Bed,
minecraft:bed,15,,Black Bed,
minecraft:bedrock,0,,Bedrock,
minecraft:beef,0,,Raw Beef,
minecraft:beetroot,0,,Beetroot,
minecraft:beetroot_seeds,0,,Beetroot Seeds,
minecraft:beetroot_soup,0,,Beetroot Soup,
minecraft:birch_boat,0,,Birch Boat,
minecraft:birch_door,0,,Birch Door,
minecraft:birch_fence,0,,Birch Fence,
minecraft:birch_fence_gate,0,,Birch Fence Gate,
minecraft:birch_stairs,0,,Birch Wood Stairs,
minecraft:black_glazed_terracotta,0,,Black Glazed Terracotta,
minecraft:black_shulker_box,0,,Black Shulker Box,
minecraft:blaze_powder,0,,Blaze Powder,
minecraft:blaze_rod,0,,Blaze Rod,
minecraft:blue_glazed_terracotta,0,,Blue Glazed Terracotta,
minecraft:blue_shulker_box,0,,Blue Shulker Box,
minecraft:boat,0,,Oak Boat,
minecraft:bone,0,,Bone,
minecraft:bone_block,0,,Bone Block,
minecraft:book,0,,Book,
minecraft:bookshelf,0,,Bookshelf,
minecraft:bow,0,,Bow,
minecraft:bowl,0,,Bowl,
minecraft:bread,0,,Bread,
minecraft:brewing_stand,0,,Brewing Stand,
minecraft:brick,0,,Brick,
minecraft:brick_block,0,,Bricks,
minecraft:brick_stairs,0,,Brick Stairs,
minecraft:brown_glazed_terracotta,0,,Brown Glazed Terracotta,
minecraft:brown_mushroom,0,,Mushroom,
minecraft:brown_shulker_box,0,,Brown Shulker Box,
minecraft:bucket,0,,Bucket,
minecraft:cactus,0,,Cactus,
minecraft:cake,0,,Cake,
minecraft:carpet,0,,White Carpet,
minecraft:carpet,1,,Orange Carpet,
minecraft:carpet,2,,Magenta Carpet,
minecraft:carpet,3,,Light Blue Carpet,
minecraft:carpet,4,,Yellow Carpet,
minecraft:carpet,5,,Lime Carpet,
minecraft:carpet,6,,Pink Carpet,
minecraft:carpet,7,,Gray Carpet,
minecraft:carpet,8,,Light Gray Carpet,
minecraft:carpet,9,,Cyan Carpet,
minecraft:carpet,10,,Purple Carpet,
minecraft:carpet,11,,Blue Carpet,
minecraft:carpet,12,,Brown Carpet,
minecraft:carpet,13,,Green Carpet,
minecraft:carpet,14,,Red Carpet,
minecraft:carpet,15,,Black Carpet,
minecraft:carrot,0,,Carrot,
minecraft:carrot_on_a_stick,0,,Carrot on a Stick,
minecraft:cauldron,0,,Cauldron,
minecraft:chainmail_boots,0,,Chain Boots,
minecraft:chainmail_chestplate,0,,Chain Chestplate,
minecraft:chainmail_helmet,0,,Chain Helmet,
minecraft:chainmail_leggings,0,,Chain Leggings,
minecraft:chest,0,,Chest,
minecraft:chest_minecart,0,,Minecart with Chest,
minecraft:chicken,0,,Raw Chicken,
minecraft:chorus_flower,0,,Chorus Flower,
minecraft:chorus_fruit,0,,Chorus Fruit,
minecraft:chorus_fruit_popped,0,,Popped Chorus Fruit,
minecraft:chorus_plant,0,,Chorus Plant,
minecraft:clay,0,,Clay,
minecraft:clay_ball,0,,Clay,
minecraft:clock,0,,Clock,
minecraft:coal,0,,Coal,
minecraft:coal,1,,Charcoal,
minecraft:coal_block,0,,Block of Coal,
minecraft:coal_ore,0,,Coal Ore,
minecraft:cobblestone,0,,Cobblestone,
minecraft:cobblestone_wall,0,,Cobblestone Wall,
minecraft:cobblestone_wall,1,,Mossy Cobblestone Wall,
minecraft:comparator,0,,Redstone Comparator,
minecraft:compass,0,,Compass,
minecraft:concrete,0,,White Concrete,
minecraft:concrete,1,,Orange Concrete,
minecraft:concrete,2,,Magenta Concrete,
minecraft:concrete,3,,Light Blue Concrete,
minecraft:concrete,4,,Yellow Concrete,
minecraft:concrete,5,,Lime Concrete,
minecraft:concrete,6,,Pink Concrete,
minecraft:concrete,7,,Gray Concrete,
minecraft:concrete,8,,Light Gray Concrete,
minecraft:concrete,9,,Cyan Concrete,
minecraft:concrete,10,,Purple Concrete,
minecraft:concrete,11,,Blue Concrete,
minecraft:concrete,12,,Brown Concrete,
minecraft:concrete,13,,Green Concrete,
minecraft:concrete,14,,Red Concrete,
minecraft:concrete,15,,Black Concrete,
minecraft:concrete_powder,0,,White Concrete Powder,
minecraft:concrete_powder,1,,Orange Concrete Powder,
minecraft:concrete_powder,2,,Magenta Concrete Powder,
minecraft:concrete_powder,3,,Light Blue Concrete Powder,
minecraft:concrete_powder,4,,Yellow Concrete Powder,
minecraft:concrete_powder,5,,Lime Concrete Powder,
minecraft:concrete_powder,6,,Pink Concrete Powder,
minecraft:concrete_powder,7,,Gray Concrete Powder,
minecraft:concrete_powder,8,,Light Gray Concrete Powder,
minecraft:concrete_powder,9,,Cyan Concrete Powder,
minecraft:concrete_powder,10,,Purple Concrete Powder,
minecraft:concrete_powder,11,,Blue Concrete Powder,
minecraft:concrete_powder,12,,Brown Concrete Powder,
minecraft:concrete_powder,13,,Green Concrete Powder,
minecraft:concrete_powder,14,,Red Concrete Powder,
minecraft:concrete_powder,15,,Black Concrete Powder,
minecraft:cooked_beef,0,,Steak,
minecraft:cooked_chicken,0,,Cooked Chicken,
minecraft:cooked_fish,0,,Cooked Fish,
minecraft:cooked_fish,1,,Cooked Salmon,
minecraft:cooked_mutton,0,,Cooked Mutton,
minecraft:cooked_porkchop,0,,Cooked Porkchop,
minecraft:cooked_rabbit,0,,Cooked Rabbit,
minecraft:cookie,0,,Cookie,
minecraft:crafting_table,0,,Crafting Table,
minecraft:cyan_glazed_terracotta,0,,Cyan Glazed Terracotta,
minecraft:cyan_shulker_box,0,,Cyan Shulker Box,
minecraft:dark_oak_boat,0,,Dark Oak Boat,
minecraft:dark_oak_door,0,,Dark Oak Door,
minecraft:dark_oak_fence,0,,Dark Oak Fence,
minecraft:dark_oak_fence_gate,0,,Dark Oak Fence Gate,
minecraft:dark_oak_stairs,0,,Dark Oak Wood Stairs,
minecraft:daylight_detector,0,,Daylight Sensor,
minecraft:deadbush,0,,Dead Bush,
minecraft:detector_rail,0,,Detector Rail,
minecraft:diamond,0,,Diamond,
minecraft:diamond_axe,0,,Diamond Axe,
minecraft:diamond_block,0,,Block of Diamond,
minecraft:diamond_boots,0,,Diamond Boots,
minecraft:diamond_chestplate,0,,Diamond Chestplate,
minecraft:diamond_helmet,0,,Diamond Helmet,
minecraft:diamond_hoe,0,,Diamond Hoe,
minecraft:diamond_horse_armor,0,,Diamond Horse Armor,
minecraft:diamond_leggings,0,,Diamond Leggings,
minecraft:diamond_ore,0,,Diamond Ore,
minecraft:diamond_pickaxe,0,,Diamond Pickaxe,
minecraft:diamond_shovel,0,,Diamond Shovel,
minecraft:diamond_sword,0,,Diamond Sword,
minecraft:dirt,0,,Dirt,
minecraft:dirt,1,,Coarse Dirt,
minecraft:dirt,2,,Podzol,
minecraft:dispenser,0,,Dispenser,
minecraft:double_plant,0,,Sunflower,
minecraft:double_plant,1,,Lilac,
minecraft:double_plant,2,,Double Tallgrass,
minecraft:double_plant,3,,Large Fern,
minecraft:double_plant,4,,Rose Bush,
minecraft:double_plant,5,,Peony,
minecraft:dragon_breath,0,,Dragon's Breath,
minecraft:dropper,0,,Dropper,
minecraft:dye,0,,Ink Sac,
minecraft:dye,1,,Rose Red,
minecraft:dye,2,,Cactus Green,
minecraft:dye,3,,Cocoa Beans,
minecraft:dye,4,,Lapis Lazuli,
minecraft:dye,5,,Purple Dye,
minecraft:dye,6,,Cyan Dye,
minecraft:dye,7,,Light Gray Dye,
minecraft:dye,8,,Gray Dye,
minecraft:dye,9,,Pink Dye,
minecraft:dye,10,,Lime Dye,
minecraft:dye,11,,Dandelion Yellow,
minecraft:dye,12,,Light Blue Dye,
minecraft:dye,13,,Magenta Dye,
minecraft:dye,14,,Orange Dye,
minecraft:dye,15,,Bone Meal,
minecraft:egg,0,,Egg,
minecraft:elytra,0,,Elytra,
minecraft:emerald,0,,Emerald,
minecraft:emerald_block,0,,Block of Emerald,
minecraft:emerald_ore,0,,Emerald Ore,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:0s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:0s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:0s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:0s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:1s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:1s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:1s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:1s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:2s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:2s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:2s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:2s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:3s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:3s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:3s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:3s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:4s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:4s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:4s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:4s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:5s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:5s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:5s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:6s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:7s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:7s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:7s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:8s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:8s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:8s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:9s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:9s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:10s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:16s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:16s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:16s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:16s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:5s,id:16s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:17s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:17s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:17s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:17s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:5s,id:17s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:18s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:18s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:18s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:18s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:5s,id:18s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:19s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:19s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:20s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:20s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:21s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:21s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:21s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:22s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:22s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:22s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:32s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:32s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:32s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:32s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:5s,id:32s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:33s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:34s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:34s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:34s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:35s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:35s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:35s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:48s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:48s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:48s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:4s,id:48s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:5s,id:48s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:49s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:49s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:50s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:51s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:61s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:61s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:61s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:62s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:2s,id:62s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:3s,id:62s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:70s}]}",Enchanted Book,
minecraft:enchanted_book,0,"{StoredEnchantments:[{lvl:1s,id:71s}]}",Enchanted Book,
minecraft:enchanting_table,0,,Enchantment Table,
minecraft:end_bricks,0,,End Stone Bricks,
minecraft:end_crystal,0,,End Crystal,
minecraft:end_portal_frame,0,,End Portal,
minecraft:end_rod,0,,End Rod,
minecraft:end_stone,0,,End Stone,
minecraft:ender_chest,0,,Ender Chest,
minecraft:ender_eye,0,,Eye of Ender,
minecraft:ender_pearl,0,,Ender Pearl,
minecraft:experience_bottle,0,,Bottle o' Enchanting,
minecraft:feather,0,,Feather,
minecraft:fence,0,,Oak Fence,
minecraft:fence_gate,0,,Oak Fence Gate,
minecraft:fermented_spider_eye,0,,Fermented Spider Eye,
minecraft:fire_charge,0,,Fire Charge,
minecraft:firework_charge,0,,Firework Star,
minecraft:fish,0,,Raw Fish,
minecraft:fish,1,,Raw Salmon,
minecraft:fish,2,,Clownfish,
minecraft:fish,3,,Pufferfish,
minecraft:fishing_rod,0,,Fishing Rod,
minecraft:flint,0,,Flint,
minecraft:flint_and_steel,0,,Flint and Steel,
minecraft:flower_pot,0,,Flower Pot,
minecraft:furnace,0,,Furnace,
minecraft:furnace_minecart,0,,Minecart with Furnace,
minecraft:ghast_tear,0,,Ghast Tear,
minecraft:glass,0,,Glass,
minecraft:glass_bottle,0,,Glass Bottle,
minecraft:glass_pane,0,,Glass Pane,
minecraft:glowstone,0,,Glowstone,
minecraft:glowstone_dust,0,,Glowstone Dust,
minecraft:gold_block,0,,Block of Gold,
minecraft:gold_ingot,0,,Gold Ingot,
minecraft:gold_nugget,0,,Gold Nugget,
minecraft:gold_ore,0,,Gold Ore,
minecraft:golden_apple,0,,Golden Apple,
minecraft:golden_apple,1,,Golden Apple,
minecraft:golden_axe,0,,Golden Axe,
minecraft:golden_boots,0,,Golden Boots,
minecraft:golden_carrot,0,,Golden Carrot,
minecraft:golden_chestplate,0,,Golden Chestplate,
minecraft:golden_helmet,0,,Golden Helmet,
minecraft:golden_hoe,0,,Golden Hoe,
minecraft:golden_horse_armor,0,,Gold Horse Armor,
minecraft:golden_leggings,0,,Golden Leggings,
minecraft:golden_pickaxe,0,,Golden Pickaxe,
minecraft:golden_rail,0,,Powered Rail,
minecraft:golden_shovel,0,,Golden Shovel,
minecraft:golden_sword,0,,Golden Sword,
minecraft:grass,0,,Grass Block,
minecraft:gravel,0,,Gravel,
minecraft:gray_glazed_terracotta,0,,Gray Glazed Terracotta,
minecraft:gray_shulker_box,0,,Gray Shulker Box,
minecraft:green_glazed_terracotta,0,,Green Glazed Terracotta,
minecraft:green_shulker_box,0,,Green Shulker Box,
minecraft:gunpowder,0,,Gunpowder,
minecraft:hardened_clay,0,,Terracotta,
minecraft:hay_block,0,,Hay Bale,
minecraft:heavy_weighted_pressure_plate,0,,Weighted Pressure Plate (Heavy),
minecraft:hopper,0,,Hopper,
minecraft:hopper_minecart,0,,Minecart with Hopper,
minecraft:ice,0,,Ice,
minecraft:iron_axe,0,,Iron Axe,
minecraft:iron_bars,0,,Iron Bars,
minecraft:iron_block,0,,Block of Iron,
minecraft:iron_boots,0,,Iron Boots,
minecraft:iron_chestplate,0,,Iron Chestplate,
minecraft:iron_door,0,,Iron Door,
minecraft:iron_helmet,0,,Iron Helmet,
minecraft:iron_hoe,0,,Iron Hoe,
minecraft:iron_horse_armor,0,,Iron Horse Armor,
minecraft:iron_ingot,0,,Iron Ingot,
minecraft:iron_leggings,0,,Iron Leggings,
minecraft:iron_nugget,0,,Iron Nugget,
minecraft:iron_ore,0,,Iron Ore,
minecraft:iron_pickaxe,0,,Iron Pickaxe,
minecraft:iron_shovel,0,,Iron Shovel,
minecraft:iron_sword,0,,Iron Sword,
minecraft:iron_trapdoor,0,,Iron Trapdoor,
minecraft:item_frame,0,,Item Frame,
minecraft:jukebox,0,,Jukebox,
minecraft:jungle_boat,0,,Jungle Boat,
minecraft:jungle_door,0,,Jungle Door,
minecraft:jungle_fence,0,,Jungle Fence,
minecraft:jungle_fence_gate,0,,Jungle Fence Gate,
minecraft:jungle_stairs,0,,Jungle Wood Stairs,
minecraft:ladder,0,,Ladder,
minecraft:lapis_block,0,,Lapis Lazuli Block,
minecraft:lapis_ore,0,,Lapis Lazuli Ore,
minecraft:lava_bucket,0,,Lava Bucket,
minecraft:lead,0,,Lead,
minecraft:leather,0,,Leather,
minecraft:leather_boots,0,,Leather Boots,
minecraft:leather_chestplate,0,,Leather Tunic,
minecraft:leather_helmet,0,,Leather Cap,
minecraft:leather_leggings,0,,Leather Pants,
minecraft:leaves,0,,Oak Leaves,
minecraft:leaves,1,,Spruce Leaves,
minecraft:leaves,2,,Birch Leaves,
minecraft:leaves,3,,Jungle Leaves,
minecraft:leaves2,0,,Acacia Leaves,
minecraft:leaves2,1,,Dark Oak Leaves,
minecraft:lever,0,,Lever,
minecraft:light_blue_glazed_terracotta,0,,Light Blue Glazed Terracotta,
minecraft:light_blue_shulker_box,0,,Light Blue Shulker Box,
minecraft:light_weighted_pressure_plate,0,,Weighted Pressure Plate (Light),
minecraft:lime_glazed_terracotta,0,,Lime Glazed Terracotta,
minecraft:lime_shulker_box,0,,Lime Shulker Box,
minecraft:lingering_potion,0,"{Potion:""minecraft:water""}",Lingering Water Bottle,
minecraft:lingering_potion,0,"{Potion:""minecraft:mundane""}",Mundane Lingering Potion,
minecraft:lingering_potion,0,"{Potion:""minecraft:thick""}",Thick Lingering Potion,
minecraft:lingering_potion,0,"{Potion:""minecraft:awkward""}",Awkward Lingering Potion,
minecraft:lingering_potion,0,"{Potion:""minecraft:night_vision""}",Lingering Potion of Night Vision,
minecraft:lingering_potion,0,"{Potion:""minecraft:long_night_vision""}",Lingering Potion of Night Vision,
minecraft:lingering_potion,0,"{Potion:""minecraft:invisibility""}",Lingering Potion of Invisibility,
